Mean RGB,Red,Green,Blue,Orange,Black,Class
"[143.11151088828186, 131.2706602417719, 124.09772880980843]",212.4882738688574,226.25229360491932,234.19712934147591,170.46098865130935,230.46287571925828,Telephone
"[114.13470637017967, 114.04720638233245, 106.15692970042643]",210.0454473594967,210.15164750782517,219.51709741618137,183.59877954464022,193.13930259075377,Telephone
"[160.68583265537964, 160.42358489233865, 161.1094636572151]",246.14456734109316,246.41610010444703,245.7053036069793,186.7414389391444,278.4096310937852,Telephone
"[113.19749405948771, 113.33124209467464, 115.81335679419024]",215.32453352479178,215.16608292136533,212.2040639171901,190.23760103204242,197.66227942631826,Telephone
"[162.75745255661465, 151.6494078563899, 172.24825606341884]",247.33720338624352,258.5358678714476,237.3507581417381,195.84786847530233,281.3485258230465,Telephone
"[142.17089322775215, 133.29833083983047, 150.45275105655907]",230.51004889200632,240.1247372888416,221.15861988062687,190.71296092046572,246.20527652011995,Telephone
"[91.21705221301615, 99.35327853992837, 90.4056750889708]",211.82330851612866,201.79107662132583,212.79782979152338,198.26127234672603,162.3724442735197,Telephone
"[157.1846367635459, 158.90764788243638, 161.16901119758364]",246.56629131131183,244.7778591710871,242.41061249387462,188.6277079588539,275.5614282885453,Telephone
"[111.63416502342302, 92.90111682187616, 85.00987499860523]",190.81682051790264,214.3942946427222,223.58319906741326,181.6003591443099,168.2839361154451,Telephone
"[154.11221614902175, 155.58247412093445, 132.4792219439706]",227.89250850089996,226.24138406833814,250.93390061011854,166.7866270746081,255.9437939603808,Telephone
"[130.62346987446767, 130.9735896945828, 131.26375749070564]",223.27959260561894,222.8793740252167,222.54714060137866,184.00405396327233,226.8187516721439,Telephone
"[148.35330317416455, 143.37685831082888, 140.2398136788208]",227.15115404420806,232.67065492647913,236.08372757613103,177.50572819219667,249.4650905486366,Telephone
"[180.7183044854037, 190.39215762908927, 197.5255798483046]",284.22402901512766,275.40812182343586,268.7221394573076,212.5532560371463,328.5188487090931,Telephone
"[133.69286075084221, 135.37002544487186, 135.8227811721334]",226.91032084745075,225.01764311524093,224.5039738896275,184.5025346988093,233.7662351367763,Telephone
"[157.32885392692137, 157.74218716840286, 161.50885299803267]",245.98243836631963,245.55357873890713,241.61034840911404,188.884722037192,275.17281022544745,Telephone
"[211.32132774277477, 195.34965192269587, 165.09366393315207]",259.4710596335265,274.7194668304111,301.4984897644641,173.4498361280732,331.774182142252,Telephone
"[125.21838920149935, 127.81277257211036, 124.64584638910354]",220.71691905261704,217.6989270462027,221.3774044260194,183.74641059700483,218.06498308725352,Telephone
"[168.84637763948078, 174.0963767816378, 179.63885953613408]",264.57912788006513,259.4698736795387,253.96446433011582,199.437485372824,301.80915742553447,Telephone
"[120.31446602777534, 119.32917202158688, 121.3608459999043]",217.04400313888715,218.19853171300068,215.81113389435558,186.96115246603927,208.43098851350936,Television
"[142.17185648803954, 152.80336552039512, 157.99607317759464]",247.06642350237487,235.83839385425247,230.15531084591936,194.52945021390585,261.7717792871398,Television
"[139.91037271788466, 128.4287038259976, 116.87982516498725]",208.32774132352134,221.9371508779511,234.8319123478274,168.05944050359332,223.00165445817032,Television
"[104.9461377005942, 110.73998296307956, 116.23382827171874]",219.74942150625014,212.92004877057505,206.235511154258,197.4097613455711,191.8002567246317,Television
"[119.65594114378298, 144.72421088029307, 157.42969780057592]",253.07552475926892,226.4120219126166,211.6190098672965,208.598254167389,245.04438621504607,Television
"[135.33331982701398, 107.46006911576157, 81.7035846603209]",180.39749594807074,216.23740288644083,244.7333681363203,155.90520753372186,191.14980945873666,Television
"[191.80495935633203, 169.70018986512554, 142.57052462961363]",230.47369067938703,253.75491036804212,279.69212324626545,156.0194200729074,293.1103058015994,Television
"[130.43966795217668, 121.28912050955927, 66.79859752755758]",186.24816698559752,198.38134716053798,259.1241509818233,147.94583447106734,190.23041386987813,Television
"[96.48621260520488, 99.9614187380966, 103.76307110701501]",214.20943246256653,210.03172576579968,205.36426933624963,200.308294317442,173.4031412189218,Television
"[125.65102857801786, 112.30519663487536, 100.65936451464954]",198.68548327347887,215.13320421222414,228.52061162165154,172.16331308994663,196.29810452066258,Television
"[122.81364319286537, 125.14697625613701, 106.31943213895461]",210.80517128938513,207.9635073277965,229.89316623127687,174.2564721260642,205.05798758085075,Television
"[55.327945981034716, 64.38848997088901, 63.36931752075505]",219.1585663393748,208.3497054596057,209.59336276388328,232.39465464923407,105.93738551737928,Television
"[109.16715042857068, 94.46586602711513, 75.8437115881591]",189.58715263921198,208.4249109165845,230.08312031623217,178.8702117651116,163.0752438735411,Television
"[60.45024123753219, 97.32461476062005, 87.57959109706579]",234.5034627666866,190.22603279465184,202.86918351786363,223.82973702920296,144.20990631960132,Television
"[93.28905208827544, 93.55690920123781, 101.4921761727482]",212.61229446595348,212.2907926182068,202.53492161846114,203.85094486332122,166.60253396361588,Television
"[173.4905455789451, 173.165073919213, 172.2582344035101]",257.4933655558511,257.81548411944254,258.71086564879914,190.74422379704941,299.59641444873995,Television
"[119.94377986606794, 115.41099351159328, 123.29975137005253]",216.24686982269805,221.52749208370727,212.25259301380223,189.47844428665002,207.1449647947291,Television
"[143.20920773799688, 135.2542030085261, 121.18446330883428]",213.2523266308908,222.56146842056518,238.13688179776156,167.5340795798709,231.2752705324686,Television
"[131.19850779318818, 130.8331435234273, 136.66102041594294]",226.09811016012893,226.50980375153708,219.8510267894532,187.53777767492815,230.23161032427274,Television
"[150.76417019444395, 137.86606435719588, 122.56038972920092]",211.88017615428052,226.87274632305542,243.46896534146376,163.163745388779,238.23924077770093,Television
"[153.76245970434533, 140.87124342602363, 125.70956829245826]",214.235016628432,229.06584785106793,245.36425365127445,163.1996691761253,243.49639997133562,Television
"[130.99458628568183, 95.83044321485495, 81.03022883042885]",176.42764653400104,221.49588580298308,237.92548573808867,163.48598778067887,181.4082508245536,Television
"[145.31197710244135, 109.13210273047737, 67.81706627875343]",168.93913901819096,216.7767714076148,260.8885532412039,140.5412351986068,193.97046428374796,Television
"[79.9265263238458, 72.96051831573264, 59.83003729933802]",198.88084820106636,207.62046109503106,223.165412158055,206.64370480850323,123.65726912048864,Television
"[117.99361333536085, 118.39678781054356, 121.65392963367314]",218.14726206411618,217.67546706904525,213.825785708672,189.05630898912315,206.73647657610937,Television
"[98.10233495710715, 105.40084164170132, 111.1183250406903]",219.25669174403617,210.59738475440827,203.55672902636232,201.28641070071737,181.88097124950687,Television
"[143.88532962259924, 115.59420582311009, 79.52441879118457]",178.97660064106054,215.5483628208972,254.66976283228274,145.29809240111632,200.97049953800504,Television
"[87.07578030781261, 72.54420289008391, 78.6031496207211]",199.0971121399935,216.9118819832763,209.66807509227962,207.1836699857338,137.9250086803317,Television
"[170.74614276905044, 174.0956110867047, 174.5879368845411]",260.5550651274062,257.2561235841495,256.76765170995867,194.06800433078692,299.9074436818176,Television
"[90.95188424238647, 130.85362017874922, 173.69087270308367]",272.40222733646385,232.06268146843763,178.90245762121597,241.34265847313299,235.71897340155638,Television
"[134.00716210859423, 139.36687305350767, 149.48917278437105]",237.5066418134113,231.68071202320274,220.25798387535895,194.01890835129066,244.3932437299917,Television
"[146.14992692503654, 146.14992692503654, 146.14992692503654]",233.59781824497404,233.59781824497404,233.59781824497404,183.20334277395122,253.13909895664193,Television
"[178.68313119209478, 150.21388366124552, 166.1563948988777]",236.63563314731155,265.5479977626684,249.7700109792401,183.44165630199154,286.5306611568775,Television
"[94.93215879422829, 75.17368189376343, 63.54983930628579]",187.91322016717086,213.04506925257084,226.53114852586236,194.23970574692936,136.75444891721824,Television
"[62.809919756668315, 58.615005010289956, 58.87650618928497]",209.37809994684616,214.42620002696606,214.11499166736786,227.4230355174159,104.15012152298402,Television
"[101.74577308640535, 125.79630539107116, 152.42417267623696]",250.0893778891109,224.229626627667,191.56908190558406,219.67456874638225,222.28369532430673,Television
"[108.10716954907079, 100.94961404612926, 90.37190885617268]",199.83846007277046,208.77203699431698,221.31514425731083,183.97564373860368,173.33512798703666,Television
"[126.52374134346817, 121.45813105677252, 121.68663781825364]",214.62959828899423,220.56592145639775,220.30158251713593,182.23523592587713,213.4665607229006,Television
"[128.33875106650163, 131.9010323747343, 151.1909020732361]",237.275458471021,233.41568011904116,211.2937438240864,199.99325615872874,238.1751587310252,Television
"[78.48242640721003, 70.34542501810012, 80.17329271975495]",206.23939845138872,216.06610141814642,204.13806027831453,215.7445230304066,132.4225318488806,Television
"[129.28291760791322, 123.08933297945785, 132.46161140187726]",220.23134925275403,227.2896287871507,216.51954498097132,187.3696008173883,222.28615605503703,Television
"[108.19411246651497, 115.32317782547977, 130.48477119782044]",227.7667216096527,219.6402880614961,201.26957922111143,202.59820036318365,205.01628430622694,Television
"[139.20277476365078, 146.34118601489422, 148.9484818724805]",238.76848692572543,231.0190481554847,228.12294869937386,189.5858617193941,250.9557839107563,Television
"[112.52551426171028, 118.55854669083617, 115.75374216679258]",218.52697065911474,211.3697953033862,214.72689788160594,189.35341691523197,200.29240918946937,Television
"[119.58323599762656, 121.05718886034843, 121.87026334318045]",218.73478012191094,217.00964972782333,216.0521235460282,187.40606103076215,209.30206495343106,Television
"[116.28300732045608, 91.46275159257681, 87.63355634224862]",187.84961853603036,218.96531598714566,223.3801673896273,179.8048140584166,171.95003029242164,Television
"[118.67111771571274, 118.67111771571274, 118.67111771571274]",216.22033323597518,216.22033323597518,216.22033323597518,186.58714762408195,205.54440527460156,Television
"[130.68053286796305, 120.61456239330515, 117.70136845462353]",209.42018695773615,221.33788570303253,224.6690645287337,176.8587264333385,213.25779345213698,Television
"[153.28482036016186, 126.48154441787455, 130.11883912716812]",208.0251694946964,238.62971708038313,234.7107189118639,169.5893908397532,237.53890108144333,Television
"[64.52163618110595, 48.121639562548545, 46.55462957636504]",201.90352352622122,221.65069611388014,223.4462042208845,228.27591146825446,92.98423126889526,Television
"[131.92581805614117, 136.40542195235824, 139.34856126717415]",230.58992806794998,225.58173006542805,222.2298717291524,188.1034972617578,235.43339214099248,Television
"[149.941799808501, 107.40925962433337, 93.20314662690862]",176.80724256003077,230.11387727733208,245.35181707966558,151.79178286604167,206.65458844172096,Television
"[136.21470721291936, 131.0736035492511, 126.06256121931764]",217.21419076817455,223.16802535207356,228.8221998142003,176.50131869144792,227.21466798968285,Television
"[121.78667213901794, 121.78667213901794, 121.78667213901794]",217.73786473921066,217.73786473921066,217.73786473921066,185.5941161117854,210.9407038295121,Television
"[55.97974953039817, 56.31848092868004, 55.881234024124964]",214.2511230009219,213.84758753381442,214.36834331438843,233.5453810305221,97.09900085819233,Television
"[73.84605626781756, 73.35184336205516, 54.22337335377623]",202.8236141877893,203.44401454487678,226.1525740697158,210.13402904508112,117.36229023320976,Television
"[168.04876340967851, 128.1473447004731, 65.82722908259868]",168.27205230536904,220.60192004775394,283.6343880665241,115.11672265967589,221.34893929268534,Television
"[126.28788153894422, 130.5986771430014, 129.386027329768]",224.41828797674722,219.46540096412713,220.8699020353251,185.7175396165472,223.03674038883324,Television
"[110.62434358881903, 95.57893750475361, 96.72960818063899]",198.3337605085854,216.81659913473018,215.4590346577482,187.13693163271708,175.29887560328112,Television
"[111.83077351368262, 54.75228799670867, 57.56676273529432]",163.7350684043789,236.47240904393763,233.4176902515417,189.64682329654977,137.1782312080338,Television
"[78.21293546837835, 83.10020009392484, 87.49372781902633]",214.04313081486163,208.13927281990598,202.68511970590612,213.57995181672078,143.79867502136773,Television
"[132.15426054204562, 151.48378066975607, 170.82091984363433]",259.2647260334497,239.4997764092221,217.9408220627551,210.84010658359148,263.80271234701695,Television
"[99.43057489906997, 109.25595344295516, 104.39478260360276]",216.88010518214102,205.00252917082534,210.96263672628103,195.46742794553097,180.8910534613092,Television
"[137.18256119539842, 157.7816040833408, 129.12289628605058]",235.4754887857467,211.99809892080566,244.04740302378494,174.94506701071583,245.7372825367358,Television
"[118.9000946401617, 118.97635671575117, 114.29966548875774]",213.87606511050396,213.7851200822964,219.29247614628403,183.59132199250226,203.3642532345225,Television
"[68.66375234573445, 40.45080442704802, 23.11705814233398]",192.07254656983937,226.4519078841095,245.19518182370012,225.31777045962724,82.97817087733189,Television
"[109.33659378443633, 89.58193429029104, 73.14130783696685]",185.99032709690115,211.3463463503128,230.3301925645479,179.59778244125465,159.15107478014346,Television
"[95.17797374712204, 95.83023705450236, 93.63167760990972]",208.55072635103383,207.75165745374892,210.43292634833094,197.72310748508383,164.34467460972394,Television
"[178.33039069707252, 138.91612779522808, 152.1977281354533]",219.86374872151399,261.61296237346056,248.32987316934472,172.4028591104329,272.51342582959836,Television
"[91.7745688406585, 101.85003953822844, 157.03672720588608]",248.34755006367087,237.77723937935448,168.5016464500019,235.14036781253049,208.46231249643986,Television
"[84.62136086789435, 74.89708774444753, 77.20711382491902]",201.49291017373727,213.44500964707427,210.66717552148265,207.62551359265575,136.86229171290344,Television
"[115.00320654472033, 102.68668426108539, 105.3905466319156]",203.10299018397058,218.01892345923525,214.8331472962226,185.98177011608388,186.75508014369362,Television
"[95.53181277973972, 114.667733045552, 108.14130440762628]",224.21715691736182,201.28093332588807,209.38598980324045,199.14311826189902,184.3083231266893,Television
"[84.42456699055275, 83.01697472357895, 93.7812094124666]",211.6192611211954,213.30865836537748,200.0270582753859,211.21579017369803,151.04383748654755,Television
"[94.76234545085747, 80.44163191991252, 74.32386179559813]",194.09018139401127,212.07206891606947,219.3048681122753,195.83222405924175,144.82677478110705,Television
"[140.79898592010142, 133.81398661860135, 124.58898754110125]",215.57010564583646,223.68017366749814,233.96061553485276,171.86289554182034,230.76601410824952,Television
"[128.91827121682604, 91.74058472884764, 110.47209980906618]",191.09427530820747,235.5369231446271,214.3001854257866,182.94160023091868,192.9775644372948,Television
"[79.89512649782417, 63.6475606867502, 53.95026443780925]",193.96741927059838,214.2652988753518,225.5110626756561,209.39117629897524,115.52001667410899,Television
"[104.59637504052459, 112.84537019624797, 114.00300060210837]",219.89090959374172,210.1071740625345,208.69746784653466,195.80102133850394,191.4971628840246,Television
"[114.9508410279999, 104.76227635283087, 98.93178546321109]",200.93879578202484,213.47732346707576,220.3318360754355,181.74115784239987,184.32668980538395,Television
"[114.97638323274742, 81.81241219721588, 69.21986717765625]",176.32717900029465,219.10020374778986,233.2961577958335,176.96942682034293,157.17579172030003,Television
"[126.5455509180356, 128.8263388144903, 128.02954088306146]",222.45973658175618,219.82978090520956,220.75212234055905,184.9341574486513,221.362971989948,Television
"[134.4314046843635, 130.8216794486684, 152.30671417622017]",234.19742349845075,238.09534443898144,213.85047423951576,197.23660652944758,241.6266739462721,Television
"[112.03200511931642, 98.34363945105235, 70.16221236262409]",187.17386309070963,204.9759047183702,237.46083746633423,172.64314062670556,164.7585434359963,Television
"[112.82173036387732, 112.19341185923997, 109.25535913333007]",211.51537892241308,212.27151942278323,215.77211323123078,186.92225551587697,193.00994276531304,Television
"[122.91989733927727, 109.34370307634003, 101.59620671899815]",199.30626718947718,215.97881195872262,224.94014838917846,175.68314126805413,193.35753355903844,Television
"[191.72305234319842, 193.41151366519057, 203.69099952679494]",287.9270897488574,286.4278159275572,277.12516296361895,215.1771584107702,340.0819985037105,Television
"[46.98470739048314, 51.98852840910466, 41.566873685748575]",218.40552656371628,212.4830000590099,224.6420913875866,240.35340575612744,81.47499495379292,Television
"[145.2905672456053, 144.09612305638396, 135.83971456416356]",226.3896648878765,227.7310846251515,236.79572469869535,175.85664547988603,245.61243792467786,Television
"[100.38797348391309, 99.02035651523865, 91.69958332998134]",205.22846618027512,206.9207770735754,215.75403196513733,191.486306770692,168.20103985262395,Television
"[125.50309901420135, 121.09334843429995, 115.31534073492317]",211.49627469241142,216.74788812008677,223.44223175398116,178.8710966742502,209.07475865347934,Television
"[106.10803416345105, 125.21215614692414, 135.4439812487267]",237.04846254329345,215.5200022795284,203.0532949268458,205.17544216025033,212.79584351556127,Television
"[96.66310701941735, 96.66310701941735, 96.66310701941735]",209.18433066565754,209.18433066565754,209.18433066565754,197.69739219228822,167.42541257509865,Television
"[48.4077723991364, 37.66999581444491, 35.47332939185229]",212.9735527897541,225.4639666245647,227.93485938224777,245.25830377200964,70.8568847145409,Television
"[99.33156290057414, 112.79724257684873, 102.83314648013237]",218.0149908995313,201.65078631640066,213.880173534968,193.73292494194848,182.11159583128014,Television
"[128.6905112207146, 134.2328493716886, 146.4445416890583]",235.41144533910239,229.329361704184,215.3229970481321,195.82315568897351,236.69750594209825,Television
"[142.7829272890275, 145.01160917162673, 137.54261788855067]",229.21389560408454,226.72093458230663,234.9714189688681,178.63420420334776,245.628383651817,Television
"[139.21219248668817, 147.57860342311398, 141.94501649694405]",235.23317849609188,225.9818105242036,232.25182027304697,184.00736163465473,247.60425366617832,Television
"[151.24310767402557, 155.95047789323675, 161.27831009039494]",247.17754260022565,242.27252992051876,236.59836080061498,191.98458235264164,270.56556040937545,Television
"[88.6137694557652, 83.90291399760814, 79.01147400715303]",202.40279078311224,208.25327368483886,214.15896057738163,201.25587717525573,145.37851333409813,Television
"[98.89539600240508, 119.48092673695731, 103.77516092129414]",222.29175258521983,197.26885864927323,216.6216590250734,192.89872328300328,186.6153134891003,Spider
"[150.0847791369648, 142.291494294789, 127.6395534205736]",218.05028895827422,226.98128509702414,242.8847332175211,166.77750267199266,243.03120349995996,Spider
"[64.00601767007855, 76.01204056104011, 50.47489453063308]",211.67013623648964,196.67530322840153,227.38759723320723,216.66857914619473,111.45544215566213,Spider
"[142.3140760945131, 116.74949933957933, 108.05380547418733]",194.94662838820562,225.9250363836318,235.53540272386925,163.4070167950812,213.44640247174655,Spider
"[160.23546664134767, 144.1483715969493, 88.80106572031552]",194.02241903913864,214.1240704882155,272.1695125459968,131.53226396137885,233.1089596666898,Spider
"[154.1215925505937, 151.78591439337544, 97.19798018110752]",206.54990740508333,209.41361013370124,267.75717834912746,140.7071870916145,237.149481234624,Spider
"[32.770377242865685, 52.88351865498858, 22.612309049532605]",229.55171159601997,206.00069460193492,240.57140951339625,249.93484579089025,66.19577547339277,Spider
"[172.16056299749843, 161.44158619932043, 140.95375414187907]",229.76883793093728,241.3719060934891,262.124381545287,163.53285736621123,274.90108405180496,Spider
"[145.24602478922654, 141.3421181264923, 77.63357152760597]",195.06537585943408,200.10370625547333,269.3192381219893,136.50128892226562,217.0275869600172,Spider
"[151.5532215638615, 146.07243182519957, 151.15146529621677]",234.27581345357981,240.16735734910796,234.7127019695256,184.13650986977208,259.1376077818615,Spider
"[102.32078194843743, 106.50196965327034, 94.06731741907748]",208.571986065445,203.3958397849361,218.4297147396795,188.6309184245917,175.10246190441546,Spider
"[134.45598655440133, 132.87998671200134, 34.70699652930035]",182.73621878062156,184.92237715826386,290.28350033551806,129.4879532592849,192.19801975302417,Spider
"[102.88910448737492, 114.68767907551586, 82.61545446434847]",207.64465218669153,192.61108104618546,231.20524019467115,180.26194131544202,174.82775772254618,Spider
"[130.5363504508737, 129.27372431578542, 129.17372432588644]",221.10799830350217,222.55939935818606,222.67394602315966,182.90275528152205,224.5824695823944,Spider
"[103.04590785245838, 118.03468183319573, 96.57039830914303]",215.28602849565937,196.73281204531642,222.82410985466694,186.0688825690079,184.0556629669069,Spider
"[168.6455653970316, 123.83834098008624, 114.69978768074421]",189.6023849172427,242.48865709337497,251.9154838464933,149.35665985444973,238.60700475634064,Spider
"[54.84795378558718, 47.7319674401305, 46.80250050117547]",211.02051173448675,219.45115494995136,220.5285413449575,236.64975621673813,86.47030012284053,Spider
"[42.49474416630757, 38.40606319649204, 34.604430034488914]",218.70294013846237,223.41934410389305,227.71700909777329,249.76383879650288,66.9200683653619,Spider
"[96.1681407385144, 105.22938694550257, 84.28952290762551]",208.3398835206111,196.93722730813957,222.40414150625688,189.48564424083938,165.60875231105433,Spider
"[120.07921626560854, 117.97429143744203, 105.83189445054664]",208.13923514479578,210.70228491647995,224.91793021531686,177.80726934606673,198.8399896955362,Spider
"[88.31460955384684, 83.00817742594417, 91.77542786252306]",207.59842501115642,214.01725737038845,203.30294815788545,207.19413002435942,152.02814522177997,Spider
"[167.15532177396744, 150.111094917897, 121.09599556677502]",211.92986682483777,231.53147550384895,261.5425870065172,150.34163471735786,255.22241781849195,Spider
"[160.37820136086634, 158.11590654380487, 149.17562656023108]",237.08077155162016,239.50169643702498,248.83851267003567,176.78813048407946,270.13917696911966,Spider
"[191.27167342899142, 182.52890956126856, 173.89064728446186]",260.0308821009074,268.46763160335485,276.5508687020999,186.02827605221034,316.4484367080388,Spider
"[170.7242251793712, 121.99897757586085, 28.90302738353259]",151.06800370398082,218.33785292728385,308.4645078756771,98.92865683446777,211.81571373386177,Spider
"[131.8073635443275, 143.7592065820485, 46.69261816673994]",194.99573263347216,178.6837871661188,285.3626743073351,133.44586008261385,200.54947308051345,Spider
"[106.56132418436465, 107.61333585737627, 69.33365364733527]",196.0148618353731,194.64146553883236,239.599536798854,173.59269923417352,166.56260502995974,Spider
"[133.83826675145684, 154.17500980808498, 75.79323686865538]",210.22538859077494,183.91023639064244,271.65728270814145,143.32466909598742,217.77793747619458,Spider
"[56.253722014308124, 50.56715579317483, 39.64841796875324]",208.87584184295244,215.70643494893716,228.2494739727456,232.73795542165954,85.40208154898347,Spider
"[134.22907463890004, 127.06786338571354, 132.04846884260985]",219.47358939440628,227.6419868582893,221.99271474030954,182.92419611516397,227.1574002921839,Spider
"[140.1722066475326, 137.14331809518688, 61.67554870271681]",189.20249769000347,193.24160601131445,275.3740740955688,133.28649654306355,205.57337016835956,Spider
"[124.29800648451612, 120.96156915464853, 118.98950884871842]",214.18033415170416,218.11647937642886,220.40995742387068,182.15624533982256,210.33354189106137,Spider
"[201.63500546497113, 177.02596869763067, 152.70393754757768]",239.80097743252148,264.6792729492363,287.1573669879694,162.20647060883408,308.7286212270057,Spider
"[119.91012331137688, 125.88190952122157, 96.39497425339873]",208.29671382374187,200.85295622108484,235.33008096998282,170.50363881092596,198.78803756406478,Spider
"[87.90685412677901, 122.70194875471091, 56.97352382612512]",214.99272090742807,168.74943491145086,248.99371176098552,181.53574566493688,161.3361882772633,Spider
"[105.03507687976503, 115.344673339043, 76.61299518957738]",204.11619942098355,190.80232879038707,236.97823640170512,175.56958923510226,173.79963197529187,Spider
"[176.0788003863251, 138.34382873459816, 113.59112181368258]",195.62850930347605,239.82357931337978,264.8381198474795,140.8618123193182,251.0890317184843,Spider
"[49.93742179172401, 40.592115806243825, 20.432210842154017]",210.03774919511744,221.09265510085572,243.23551071180324,240.71862800973796,67.51993187741157,Spider
"[58.4902790296824, 76.18513415027039, 27.443425435037096]",212.54031782449,190.1289314897534,246.9965223119636,217.38742473139055,99.89208680407692,Spider
"[126.75927600020746, 127.77360235713401, 123.0343487007597]",218.88176651226593,217.69685636108198,223.17916711523156,181.5735083476548,218.01710591519168,Spider
"[86.99668645410942, 114.66518560956106, 111.05395252709775]",231.74597844442695,198.98558730693148,203.56078411113654,207.58537345875226,181.79523815755076,Spider
"[124.92018473692761, 129.02067694377567, 115.43545660734418]",216.54661867609758,211.66290897216427,227.4415296425408,177.59677550171128,213.4870775383941,Spider
"[191.39906048572678, 182.24883425662605, 172.49314529694306]",258.8698558531482,267.73161495473613,276.8675116652537,184.65234080493838,315.598040420327,Spider
"[92.37293030906703, 104.45528182879038, 118.41645665688746]",226.67361316519418,212.64742563761547,195.18895580430691,210.0849444911826,182.9374793829528,Spider
"[155.33738258766437, 175.4095350193562, 184.3018105384339]",273.2550084681507,253.83361068378292,244.73749487570691,209.78120291518394,298.102943247191,Spider
"[118.71234488968382, 131.1349811905523, 100.31255448467762]",214.08717106486415,198.74046467972616,234.98342477951414,172.57975843555394,203.35095944768779,Spider
"[90.12016646966191, 96.86547994867917, 59.941558992110366]",200.40277244859817,191.6276632712141,235.69548366194016,188.20378004179537,145.24997798489397,Spider
"[90.033612794619, 87.35465429992904, 56.64207628610887]",195.07195939308443,198.54303859301905,234.69715158219825,190.92153734579188,137.64160659739798,Spider
"[115.14537179318549, 110.75440955261203, 105.4940957274955]",207.25554395377708,212.58939588386926,218.80816093801874,183.38730966785585,191.45234423767346,Spider
"[129.96481470772693, 128.47919217917183, 123.35778806460446]",217.61857517288706,219.352482889619,225.22750242425982,179.40097781548124,220.48786760549487,Spider
"[104.91107126539936, 98.23384917979912, 95.73689455092637]",203.32763863192517,211.5360770537519,214.52496068293772,190.13142402638508,172.68982302668684,Spider
"[64.08543151799861, 62.50901774861399, 65.07099096618641]",211.16340503005452,213.05857092891853,209.96987475662092,226.24545910767853,110.6731841868939,Spider
"[110.07865195725245, 118.1608917567471, 96.90582873589646]",210.6061088911425,200.5816312739666,225.99352412217328,180.51825066330892,188.3349293160101,Spider
"[97.54563720322322, 115.51697287505596, 90.44478870012858]",215.21223754463017,192.74575480754856,223.4675366256687,188.20389512493585,176.18053854671396,Spider
"[134.18235128433355, 113.35269405283627, 89.38476058268932]",188.24285621144503,214.6124369711746,241.41695088059026,158.915020930077,197.08721944776858,Spider
"[153.91408682299283, 148.86960906907836, 138.68862903548634]",227.18947636488886,232.7826063636387,243.68020363291865,172.37484496920231,255.12005497545414,Spider
"[180.19392119253322, 167.74644770237902, 150.01109595847515]",237.14583920865815,250.17266144396632,267.64041160360733,167.6508911762585,288.2916038704053,Spider
"[204.43786644443333, 201.36007511165934, 192.63611133800362]",283.2156079563621,285.9733452086164,293.64940949092835,202.45309531653052,345.6145142738551,Spider
"[155.55156735939048, 131.9744502579724, 135.5536123030018]",213.7335445922338,240.22147657044243,236.3915928342601,171.33435002599307,244.92514660044515,Spider
"[177.49150772766623, 168.48253554511112, 159.03587646701132]",244.3078819065618,253.53681581729634,262.8663407600991,176.9522659696221,291.8595725734901,Spider
"[125.16470508345324, 143.26884768662617, 52.16152474372745]",200.25980921570573,175.70110545893743,278.09281393155595,141.59898110694235,197.2637594178718,Spider
"[54.471565833716184, 54.78148776126112, 41.035669895688976]",211.88815567253113,211.51484659772433,227.48383995945878,232.47300822480577,87.47622013725805,Spider
"[116.18575927018189, 125.31026429740471, 74.997028162349]",201.48600447888552,189.58668844879864,248.1992402604413,162.69364702631117,186.61818568579602,Spider
"[173.3798758328174, 161.4666495802487, 124.56929898737577]",219.6607244045766,233.08062818422596,270.451895976195,148.96925684335437,267.674374045556,Spider
"[130.33891601900146, 104.08708246725263, 62.06610051772293]",173.85829698158872,208.84238683928655,255.0408660097247,151.99661251207192,177.97346599712287,Spider
"[136.46069386437193, 148.57955318471974, 98.12474478145926]",213.90632590485404,198.93541165095832,255.5528326870964,154.7567889016702,224.33428211698566,Spider
"[99.84954770407595, 115.64993946411609, 105.4621331895641]",220.3833770559315,201.2725343531909,213.79058511772197,193.98286743787085,185.6531772193937,Spider
"[167.70835786124553, 119.67289461350792, 94.55959659511363]",175.73545402304788,235.3317574341231,261.1298873097716,136.44007687710075,226.69188849608622,Spider
"[129.41810343576034, 126.94191324716455, 120.81299409837467]",215.5941595371636,218.5033149009868,225.54256225511548,178.3676267010683,217.85103713036054,Spider
"[128.65296885112718, 132.07525590662212, 106.85824957397365]",211.72182458345574,207.55906293545743,236.51942380340753,168.71957964552394,213.1059481080302,Spider
"[177.60206756356524, 206.85380430930346, 217.09046205447078]",309.6888842333385,284.58534620982095,275.26010213492316,234.24442276310444,348.51005649063904,Spider
"[68.79752820827248, 91.61831852006587, 129.75237623086508]",244.74671790924856,219.68694287174796,169.74682157798142,238.52025242257218,173.09735790464353,Spider
"[84.10881528344949, 95.82253962524122, 66.7225424781821]",206.97259187827245,191.999099931474,227.3865715461146,196.06431524497344,143.9032646723804,Spider
"[140.42989538482297, 139.2493730999114, 139.04034702129525]",227.70356800026903,229.02179207524782,229.25441008942943,181.99346624833098,241.75020481131523,Spider
"[93.13188059725584, 90.8946760930437, 38.941925300991606]",189.68290320212935,192.66701343078054,252.2230777868733,182.2343564108699,135.83763422479376,Spider
