,Mean RGB,Red,Green,Blue,Orange,Black,Class,Mean Dist
420,"[153.76245970434533, 140.87124342602363, 125.70956829245826]",214.2350166,229.0658479,245.3642537,163.1996692,243.4964,Television,
421,"[130.99458628568183, 95.83044321485495, 81.03022883042885]",176.4276465,221.4958858,237.9254857,163.4859878,181.4082508,Television,
422,"[145.31197710244135, 109.13210273047737, 67.81706627875343]",168.939139,216.7767714,260.8885532,140.5412352,193.9704643,Television,
423,"[79.9265263238458, 72.96051831573264, 59.83003729933802]",198.8808482,207.6204611,223.1654122,206.6437048,123.6572691,Television,
424,"[117.99361333536085, 118.39678781054356, 121.65392963367314]",218.1472621,217.6754671,213.8257857,189.056309,206.7364766,Television,
425,"[98.10233495710715, 105.40084164170132, 111.1183250406903]",219.2566917,210.5973848,203.556729,201.2864107,181.8809712,Television,
426,"[143.88532962259924, 115.59420582311009, 79.52441879118457]",178.9766006,215.5483628,254.6697628,145.2980924,200.9704995,Television,
427,"[87.07578030781261, 72.54420289008391, 78.6031496207211]",199.0971121,216.911882,209.6680751,207.18367,137.9250087,Television,
428,"[170.74614276905044, 174.0956110867047, 174.5879368845411]",260.5550651,257.2561236,256.7676517,194.0680043,299.9074437,Television,
429,"[90.95188424238647, 130.85362017874922, 173.69087270308367]",272.4022273,232.0626815,178.9024576,241.3426585,235.7189734,Television,
430,"[134.00716210859423, 139.36687305350767, 149.48917278437105]",237.5066418,231.680712,220.2579839,194.0189084,244.3932437,Television,
431,"[146.14992692503654, 146.14992692503654, 146.14992692503654]",233.5978182,233.5978182,233.5978182,183.2033428,253.139099,Television,
432,"[178.68313119209478, 150.21388366124552, 166.1563948988777]",236.6356331,265.5479978,249.770011,183.4416563,286.5306612,Television,
433,"[94.93215879422829, 75.17368189376343, 63.54983930628579]",187.9132202,213.0450693,226.5311485,194.2397057,136.7544489,Television,
434,"[62.809919756668315, 58.615005010289956, 58.87650618928497]",209.3780999,214.4262,214.1149917,227.4230355,104.1501215,Television,
435,"[101.74577308640535, 125.79630539107116, 152.42417267623696]",250.0893779,224.2296266,191.5690819,219.6745687,222.2836953,Television,
436,"[108.10716954907079, 100.94961404612926, 90.37190885617268]",199.8384601,208.772037,221.3151443,183.9756437,173.335128,Television,
437,"[126.52374134346817, 121.45813105677252, 121.68663781825364]",214.6295983,220.5659215,220.3015825,182.2352359,213.4665607,Television,
438,"[128.33875106650163, 131.9010323747343, 151.1909020732361]",237.2754585,233.4156801,211.2937438,199.9932562,238.1751587,Television,
439,"[78.48242640721003, 70.34542501810012, 80.17329271975495]",206.2393985,216.0661014,204.1380603,215.744523,132.4225318,Television,
440,"[129.28291760791322, 123.08933297945785, 132.46161140187726]",220.2313493,227.2896288,216.519545,187.3696008,222.2861561,Television,
441,"[108.19411246651497, 115.32317782547977, 130.48477119782044]",227.7667216,219.6402881,201.2695792,202.5982004,205.0162843,Television,
442,"[139.20277476365078, 146.34118601489422, 148.9484818724805]",238.7684869,231.0190482,228.1229487,189.5858617,250.9557839,Television,
443,"[112.52551426171028, 118.55854669083617, 115.75374216679258]",218.5269707,211.3697953,214.7268979,189.3534169,200.2924092,Television,
444,"[119.58323599762656, 121.05718886034843, 121.87026334318045]",218.7347801,217.0096497,216.0521235,187.406061,209.302065,Television,
445,"[116.28300732045608, 91.46275159257681, 87.63355634224862]",187.8496185,218.965316,223.3801674,179.8048141,171.9500303,Television,
446,"[118.67111771571274, 118.67111771571274, 118.67111771571274]",216.2203332,216.2203332,216.2203332,186.5871476,205.5444053,Television,
447,"[130.68053286796305, 120.61456239330515, 117.70136845462353]",209.420187,221.3378857,224.6690645,176.8587264,213.2577935,Television,
448,"[153.28482036016186, 126.48154441787455, 130.11883912716812]",208.0251695,238.6297171,234.7107189,169.5893908,237.5389011,Television,
449,"[64.52163618110595, 48.121639562548545, 46.55462957636504]",201.9035235,221.6506961,223.4462042,228.2759115,92.98423127,Television,
450,"[131.92581805614117, 136.40542195235824, 139.34856126717415]",230.5899281,225.5817301,222.2298717,188.1034973,235.4333921,Television,
451,"[149.941799808501, 107.40925962433337, 93.20314662690862]",176.8072426,230.1138773,245.3518171,151.7917829,206.6545884,Television,
452,"[136.21470721291936, 131.0736035492511, 126.06256121931764]",217.2141908,223.1680254,228.8221998,176.5013187,227.214668,Television,
453,"[121.78667213901794, 121.78667213901794, 121.78667213901794]",217.7378647,217.7378647,217.7378647,185.5941161,210.9407038,Television,
454,"[55.97974953039817, 56.31848092868004, 55.881234024124964]",214.251123,213.8475875,214.3683433,233.545381,97.09900086,Television,
455,"[73.84605626781756, 73.35184336205516, 54.22337335377623]",202.8236142,203.4440145,226.1525741,210.134029,117.3622902,Television,
456,"[168.04876340967851, 128.1473447004731, 65.82722908259868]",168.2720523,220.60192,283.6343881,115.1167227,221.3489393,Television,
457,"[126.28788153894422, 130.5986771430014, 129.386027329768]",224.418288,219.465401,220.869902,185.7175396,223.0367404,Television,
458,"[110.62434358881903, 95.57893750475361, 96.72960818063899]",198.3337605,216.8165991,215.4590347,187.1369316,175.2988756,Television,
459,"[111.83077351368262, 54.75228799670867, 57.56676273529432]",163.7350684,236.472409,233.4176903,189.6468233,137.1782312,Television,
460,"[78.21293546837835, 83.10020009392484, 87.49372781902633]",214.0431308,208.1392728,202.6851197,213.5799518,143.798675,Television,
461,"[132.15426054204562, 151.48378066975607, 170.82091984363433]",259.264726,239.4997764,217.9408221,210.8401066,263.8027123,Television,
462,"[99.43057489906997, 109.25595344295516, 104.39478260360276]",216.8801052,205.0025292,210.9626367,195.4674279,180.8910535,Television,
463,"[137.18256119539842, 157.7816040833408, 129.12289628605058]",235.4754888,211.9980989,244.047403,174.945067,245.7372825,Television,
464,"[118.9000946401617, 118.97635671575117, 114.29966548875774]",213.8760651,213.7851201,219.2924761,183.591322,203.3642532,Television,
465,"[68.66375234573445, 40.45080442704802, 23.11705814233398]",192.0725466,226.4519079,245.1951818,225.3177705,82.97817088,Television,
466,"[109.33659378443633, 89.58193429029104, 73.14130783696685]",185.9903271,211.3463464,230.3301926,179.5977824,159.1510748,Television,
467,"[95.17797374712204, 95.83023705450236, 93.63167760990972]",208.5507264,207.7516575,210.4329263,197.7231075,164.3446746,Television,
468,"[178.33039069707252, 138.91612779522808, 152.1977281354533]",219.8637487,261.6129624,248.3298732,172.4028591,272.5134258,Television,
469,"[91.7745688406585, 101.85003953822844, 157.03672720588608]",248.3475501,237.7772394,168.5016465,235.1403678,208.4623125,Television,
470,"[84.62136086789435, 74.89708774444753, 77.20711382491902]",201.4929102,213.4450096,210.6671755,207.6255136,136.8622917,Television,
471,"[115.00320654472033, 102.68668426108539, 105.3905466319156]",203.1029902,218.0189235,214.8331473,185.9817701,186.7550801,Television,
472,"[95.53181277973972, 114.667733045552, 108.14130440762628]",224.2171569,201.2809333,209.3859898,199.1431183,184.3083231,Television,
473,"[84.42456699055275, 83.01697472357895, 93.7812094124666]",211.6192611,213.3086584,200.0270583,211.2157902,151.0438375,Television,
474,"[94.76234545085747, 80.44163191991252, 74.32386179559813]",194.0901814,212.0720689,219.3048681,195.8322241,144.8267748,Television,
475,"[140.79898592010142, 133.81398661860135, 124.58898754110125]",215.5701056,223.6801737,233.9606155,171.8628955,230.7660141,Television,
476,"[128.91827121682604, 91.74058472884764, 110.47209980906618]",191.0942753,235.5369231,214.3001854,182.9416002,192.9775644,Television,
477,"[79.89512649782417, 63.6475606867502, 53.95026443780925]",193.9674193,214.2652989,225.5110627,209.3911763,115.5200167,Television,
478,"[104.59637504052459, 112.84537019624797, 114.00300060210837]",219.8909096,210.1071741,208.6974678,195.8010213,191.4971629,Television,
479,"[114.9508410279999, 104.76227635283087, 98.93178546321109]",200.9387958,213.4773235,220.3318361,181.7411578,184.3266898,Television,
480,"[114.97638323274742, 81.81241219721588, 69.21986717765625]",176.327179,219.1002037,233.2961578,176.9694268,157.1757917,Television,
481,"[126.5455509180356, 128.8263388144903, 128.02954088306146]",222.4597366,219.8297809,220.7521223,184.9341574,221.362972,Television,
482,"[134.4314046843635, 130.8216794486684, 152.30671417622017]",234.1974235,238.0953444,213.8504742,197.2366065,241.6266739,Television,
483,"[112.03200511931642, 98.34363945105235, 70.16221236262409]",187.1738631,204.9759047,237.4608375,172.6431406,164.7585434,Television,
484,"[112.82173036387732, 112.19341185923997, 109.25535913333007]",211.5153789,212.2715194,215.7721132,186.9222555,193.0099428,Television,
485,"[122.91989733927727, 109.34370307634003, 101.59620671899815]",199.3062672,215.978812,224.9401484,175.6831413,193.3575336,Television,
486,"[191.72305234319842, 193.41151366519057, 203.69099952679494]",287.9270897,286.4278159,277.125163,215.1771584,340.0819985,Television,
487,"[46.98470739048314, 51.98852840910466, 41.566873685748575]",218.4055266,212.4830001,224.6420914,240.3534058,81.47499495,Television,
488,"[145.2905672456053, 144.09612305638396, 135.83971456416356]",226.3896649,227.7310846,236.7957247,175.8566455,245.6124379,Television,
489,"[100.38797348391309, 99.02035651523865, 91.69958332998134]",205.2284662,206.9207771,215.754032,191.4863068,168.2010399,Television,
490,"[125.50309901420135, 121.09334843429995, 115.31534073492317]",211.4962747,216.7478881,223.4422318,178.8710967,209.0747587,Television,
491,"[106.10803416345105, 125.21215614692414, 135.4439812487267]",237.0484625,215.5200023,203.0532949,205.1754422,212.7958435,Television,
492,"[96.66310701941735, 96.66310701941735, 96.66310701941735]",209.1843307,209.1843307,209.1843307,197.6973922,167.4254126,Television,
493,"[48.4077723991364, 37.66999581444491, 35.47332939185229]",212.9735528,225.4639666,227.9348594,245.2583038,70.85688471,Television,
494,"[99.33156290057414, 112.79724257684873, 102.83314648013237]",218.0149909,201.6507863,213.8801735,193.7329249,182.1115958,Television,
495,"[128.6905112207146, 134.2328493716886, 146.4445416890583]",235.4114453,229.3293617,215.322997,195.8231557,236.6975059,Television,
496,"[142.7829272890275, 145.01160917162673, 137.54261788855067]",229.2138956,226.7209346,234.971419,178.6342042,245.6283837,Television,
497,"[139.21219248668817, 147.57860342311398, 141.94501649694405]",235.2331785,225.9818105,232.2518203,184.0073616,247.6042537,Television,
498,"[151.24310767402557, 155.95047789323675, 161.27831009039494]",247.1775426,242.2725299,236.5983608,191.9845824,270.5655604,Television,
499,"[88.6137694557652, 83.90291399760814, 79.01147400715303]",202.4027908,208.2532737,214.1589606,201.2558772,145.3785133,Television,
